year,tank,treatment,replicate,ploidy
2014,9,0,5,2
2014,9,0,5,2
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,0
2014,9,0,5,3
2014,9,0,5,2
2014,9,0,5,3
2014,9,0,5,2
2014,9,0,5,3
2014,9,0,5,2
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,2
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,2
2014,9,0,5,0
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,2
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,2
2014,9,0,5,3
2014,9,0,5,2
2014,9,0,5,3
2014,9,0,5,3
2014,9,0,5,3
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,3
2014,10,1,5,3
2014,10,1,5,0
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,3
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,0
2014,10,1,5,0
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,3
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,2
2014,10,1,5,3
2014,10,1,5,3
2014,10,1,5,3
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,0
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,0
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,0
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,0
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,3
2014,11,1,6,0
2014,11,1,6,3
2014,11,1,6,0
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,0
2014,11,1,6,2
2014,11,1,6,3
2014,11,1,6,2
2014,11,1,6,0
2014,11,1,6,0
2014,11,1,6,3
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,0
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,0
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,0
2014,12,0,6,0
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,2
2014,12,0,6,3
2014,12,0,6,3
2014,12,0,6,3
2015,1,1,1,3
2015,1,1,1,0
2015,1,1,1,3
2015,1,1,1,2
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,0
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,2
2015,1,1,1,2
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,0
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,2
2015,1,1,1,0
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,0
2015,1,1,1,3
2015,1,1,1,0
2015,1,1,1,0
2015,1,1,1,2
2015,1,1,1,2
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,2
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,2
2015,1,1,1,2
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,1,1,1,3
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,3
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,3
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,0
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,3
2015,2,0,1,3
2015,2,0,1,3
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,0
2015,2,0,1,2
2015,2,0,1,0
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,2
2015,2,0,1,3
2015,2,0,1,3
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,0
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,0
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,0
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,0
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,3
2015,3,0,2,0
2015,3,0,2,0
2015,3,0,2,3
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,3
2015,3,0,2,3
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,2
2015,3,0,2,3
2015,4,1,2,2
2015,4,1,2,3
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,3
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,0
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,0
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,2
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,2
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,2
2015,4,1,2,2
2015,4,1,2,3
2015,4,1,2,0
2015,4,1,2,2
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,3
2015,4,1,2,3
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,0
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,0
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,0
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,3
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,0
2015,5,0,3,0
2015,5,0,3,3
2015,5,0,3,0
2015,5,0,3,2
2015,5,0,3,2
2015,5,0,3,3
2015,5,0,3,3
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,0
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,0
2015,6,1,3,0
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,0
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,0
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,3
2015,6,1,3,3
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,0
2015,6,1,3,3
2015,6,1,3,3
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,2
2015,6,1,3,3
2015,6,1,3,3
2015,6,1,3,3
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,0
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,2
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,3
2015,7,1,4,3
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,3
2015,8,0,4,2
2015,8,0,4,2
2015,8,0,4,0
2015,8,0,4,3
2015,8,0,4,3
2015,8,0,4,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,0
2015,9,1,5,3
2015,9,1,5,0
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,3
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,0
2015,9,1,5,3
2015,9,1,5,3
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,3
2015,9,1,5,3
2015,9,1,5,3
2015,9,1,5,3
2015,9,1,5,3
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,9,1,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,3
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,0
2015,10,0,5,3
2015,10,0,5,2
2015,10,0,5,2
2015,10,0,5,3
2015,10,0,5,3
2015,10,0,5,3
2015,11,0,6,2
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,0
2015,11,0,6,0
2015,11,0,6,2
2015,11,0,6,2
2015,11,0,6,2
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,2
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,0
2015,11,0,6,0
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,3
2015,11,0,6,2
2015,11,0,6,2
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,2
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,0
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,2
2015,12,1,6,2
2015,12,1,6,2
2015,12,1,6,2
2015,12,1,6,2
2015,12,1,6,0
2015,12,1,6,2
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,2
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,3
2015,12,1,6,2
2015,12,1,6,0
